n_participant,duration,age>65,male,ethnicity_white,use_technology,medication,follow_up_considered,use_wearables,use_mobile_app,interviews_needed,questionare_completed,feedback_provided,prioir_treatment_history_considered,co_mobidities_considered,treatment_type,biosamples_collected,randomised,mutli_site,adverse_event_considered,support_sessions,retention_rate
23994.0,43.0,0.1720406752563045,0.33213194069031765,0.8020560411473024,yes,Testosterone,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.5854031789413053
14532.0,39.0,0.2434571189575247,0.47349124258588654,0.8756985535408268,yes,Escitalopram,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.6649715308752494
48971.0,50.0,0.17285992297969027,0.5561589323591022,0.9416650197641634,yes,Antidepressant,yes,yes,yes,yes,yes,yes,yes,yes,behavioural,yes,yes,yes,yes,yes,0.7508444584372227
98566.0,72.0,0.10468225355794115,0.6512890115816428,0.6918878444334516,no,5ARI,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.8409475437571294
24243.0,43.0,0.5437891288303329,0.3391129607691133,0.7271152029406549,yes,Testosterone,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.5347498658342804
67230.0,54.0,0.20376400461078753,0.2364191407441925,0.6452067954807242,no,citalopram,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.50054151070286
76174.0,57.0,0.4691273771883314,0.30871303069006595,0.653101536964469,no,citalopram,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.4927298520249341
23802.0,43.0,0.24596446133576313,0.27537774753482197,0.7896891271125576,yes,Testosterone,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.47950373607619823
72835.0,56.0,0.37694622798052413,0.5008143874071745,0.7062671049824489,no,citalopram,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.6681338753075128
36810.0,47.0,0.38849021722441546,0.3328616463100935,0.7116568341506387,yes,Testosterone,yes,yes,yes,yes,yes,yes,yes,yes,behavioural,yes,yes,yes,yes,yes,0.5401546744452436
63249.0,53.0,0.3094223960348474,0.3090126323519112,0.7143317475994647,no,citalopram,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.5312929069957432
63371.0,53.0,0.36529676276499445,0.3415687618536649,0.6860322299928546,no,citalopram,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.549308278509766
53601.0,51.0,0.37371159695533546,0.3058054666912232,0.6211868846148966,no,Antidepressant,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.5144643709951132
9074.0,37.0,0.42646261543567515,0.26718884747021876,0.9492651979190768,yes,Escitalopram,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.45747113849256366
83538.0,60.0,0.10796201451485254,0.5980804441367851,0.6859777832077404,no,venlafaxine,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.8333674231443509
32112.0,45.0,0.18350379668386227,0.2646523486784935,0.7770610155647861,yes,Testosterone,yes,yes,yes,yes,yes,yes,yes,yes,behavioural,yes,yes,yes,yes,yes,0.49229954610870374
18693.0,41.0,0.6367447279207205,0.5008082700640825,0.810511431396258,yes,Escitalopram,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.6600074958277757
4125.0,33.0,0.08261962395507172,0.23195342671165517,0.7674437926092368,yes,Escitalopram,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.5539202628992737
59110.0,52.0,0.21030552100736216,0.46373967257812365,0.9065957861251819,no,Antidepressant,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.6381841780861117
67773.0,55.0,0.2967072979868318,0.6820950713000378,0.6926383674396629,no,citalopram,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.8195946550573385
1708.0,29.0,0.33585146736510946,0.279785984254352,0.5936780436316993,yes,Escitalopram,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.5045186004535613
51234.0,50.0,0.4661342531511215,0.24923242519195493,0.7664914502110058,no,Antidepressant,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.43279320351388584
22688.0,42.0,0.3360319365292195,0.3546477848825494,0.5821746547949003,yes,Testosterone,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.5884081244565931
64535.0,54.0,0.4737813523307363,0.21451318081488696,0.636881721901322,no,citalopram,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.40654816517928216
17478.0,41.0,0.21013538643277646,0.24432686924001246,0.9668432371758179,yes,Escitalopram,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.45314792788633057
69109.0,55.0,0.05735742475780551,0.7811046901500198,0.8211709446361415,no,citalopram,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.904385258145777
38704.0,47.0,0.4308089832630787,0.5358563883733004,0.6614765044028177,yes,Testosterone,yes,yes,yes,yes,yes,yes,yes,yes,behavioural,yes,yes,yes,yes,yes,0.7033187818942522
93676.0,65.0,0.24624768871155717,0.24322049828119105,0.8856968697121033,no,5ARI,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.46610823521183753
13795.0,39.0,0.16500481077270482,0.5679580651515619,0.6090218361474831,yes,Escitalopram,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.7631100075464204
34140.0,46.0,0.5332623609804028,0.3094209540251747,0.8532273111703289,yes,Testosterone,yes,yes,yes,yes,yes,yes,yes,yes,behavioural,yes,yes,yes,yes,yes,0.47321959226510457
11392.0,38.0,0.17593682243067374,0.43353726178303437,0.7523660361686201,yes,Escitalopram,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.685612902140739
92473.0,64.0,0.21776198121922297,0.3716706623333046,0.8440589903618149,no,5ARI,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.5873557762158779
87740.0,62.0,0.3005700985072905,0.5386376230150189,0.859767856051801,no,venlafaxine,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.720442693960221
25831.0,44.0,0.2912070196317391,0.4480674304798455,0.823532810802601,yes,Testosterone,yes,yes,yes,yes,yes,yes,yes,yes,behavioural,yes,yes,yes,yes,yes,0.6967429738777774
66015.0,54.0,0.21683607806236754,0.29796668050843655,0.7006625274958584,no,citalopram,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.6004735928999414
81731.0,59.0,0.39355219307936673,0.2514989963599079,0.6483263925652668,no,venlafaxine,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.4934398293768955
55542.0,51.0,0.16911528207631385,0.21040436687748335,0.7569718537292053,no,Antidepressant,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.43900753809892723
52989.0,51.0,0.4528016195589047,0.49059329572994514,0.4296192650538051,no,Antidepressant,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.6430950671446234
24223.0,43.0,0.5811278085260629,0.48148996914958087,0.7477502049423252,yes,Testosterone,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.3121052404749933
9356.0,37.0,0.32279880969502306,0.6570969905036834,0.7620895450008135,yes,Escitalopram,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.5886504924760786
89727.0,63.0,0.32778937641742373,0.43233016470163227,0.7621474231057475,no,venlafaxine,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.5965732329234218
90047.0,63.0,0.16672992029111688,0.44644749915819726,0.7242268996905137,no,5ARI,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.5827527752989641
63328.0,53.0,0.6677803422957025,0.24142691655186121,0.8102728422319645,no,citalopram,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.603414059279724
33936.0,46.0,0.16590426507020142,0.7654001256474222,0.5778882844339078,yes,Testosterone,yes,yes,yes,yes,yes,yes,yes,yes,behavioural,yes,yes,yes,yes,yes,0.5620826041627779
34953.0,46.0,0.2998701249375907,0.28240858834130683,0.7654998072203414,yes,Testosterone,yes,yes,yes,yes,yes,yes,yes,yes,behavioural,yes,yes,yes,yes,yes,0.4101529933792092
72609.0,56.0,0.49215075183320695,0.3836209256057677,0.7541911720659762,no,citalopram,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.6391986012537252
89716.0,63.0,0.19157472250998764,0.6073008741200696,0.8236943324300032,no,venlafaxine,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.5513890886050843
88714.0,62.0,0.2852851586040929,0.284671978311474,0.7872954203777957,no,venlafaxine,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.6818671093134907
77999.0,58.0,0.17302686983347285,0.4008833182763609,0.7725372840547347,no,citalopram,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.6149743616773171
64221.0,54.0,0.3890988310433604,0.2532578829381971,0.7036146876652329,no,citalopram,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.6437897066741401
8460.0,36.0,0.4515386726253808,0.49809730418847403,0.7438693752899957,yes,Escitalopram,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.5341273288171822
16205.0,40.0,0.16303524690411916,0.5764337061166679,0.9462662854031543,yes,Escitalopram,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.5358682924573454
89860.0,63.0,0.09201079348760198,0.2436643324438117,0.9653576604234316,no,venlafaxine,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.8574928593489084
60663.0,53.0,0.04029410417565253,0.16413120583273927,0.8971804621768291,no,citalopram,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.8838988333812784
969.0,26.0,0.19453953357562478,0.08129081281332058,0.7799102293023529,yes,Escitalopram,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.7979794544916753
10192.0,37.0,0.28806551304692596,0.28957235886772054,0.7407234252119503,yes,Escitalopram,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.6316734542860815
66367.0,54.0,0.5037265769254863,0.3920426524605396,0.5900094229545155,no,citalopram,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.5844859964428092
556.0,24.0,0.32271458936043534,0.6323920661646688,0.8202205818394749,yes,Escitalopram,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.3837084412172502
16123.0,40.0,0.279123294105511,0.43313141360466095,0.6814114821004345,yes,Escitalopram,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.6576934795496904
54896.0,51.0,0.4028472008185669,0.40488450564809886,0.5443934343501154,no,Antidepressant,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.4971414750453044
69205.0,55.0,0.37240521870448534,0.5267928945899516,0.7682943724942308,no,citalopram,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.37728421363226405
65214.0,54.0,0.24568075879383844,0.46675744805322755,0.9593249777835594,no,citalopram,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.6216935168284301
22466.0,42.0,0.14327858582543473,0.33374874541000116,0.5849308693394715,yes,Testosterone,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.8787970350829785
71232.0,56.0,0.4207212559141494,0.2685538966880389,0.7956441588835357,no,citalopram,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.39750602111492706
23763.0,43.0,0.32847782370172335,0.5361933245556072,0.7970230809375523,yes,Testosterone,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.6109913079082914
32574.0,45.0,0.12289190557285355,0.47131018756481957,0.7770160048302988,yes,Testosterone,yes,yes,yes,yes,yes,yes,yes,yes,behavioural,yes,yes,yes,yes,yes,0.5831621506173249
74662.0,57.0,0.3319889870374634,0.19675115727908424,0.8433710860313893,no,citalopram,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.6458891516610364
64981.0,54.0,0.20781092022443093,0.43417998243369366,0.6335627793196533,no,citalopram,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.6960893287675566
84930.0,60.0,0.5003600932772078,0.30940407599569947,0.7201550231730872,no,venlafaxine,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.48475918561545356
65778.0,54.0,0.17430160190538907,0.6041460958911842,0.7938089987051881,no,citalopram,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.5356093272860024
56852.0,52.0,0.42915218727522514,0.24634888332729893,0.6418041580693596,no,Antidepressant,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.6794613244175032
9413.0,37.0,0.5304176084057524,0.5397521730309586,0.6444169990436852,yes,Escitalopram,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.47025570640818753
36803.0,47.0,0.23264044516140955,0.6497442453215385,0.7634706484462669,yes,Testosterone,yes,yes,yes,yes,yes,yes,yes,yes,behavioural,yes,yes,yes,yes,yes,0.43279383821685263
26557.0,44.0,0.2850227622300786,0.3264106953645057,0.7103587809948799,yes,Testosterone,yes,yes,yes,yes,yes,yes,yes,yes,behavioural,yes,yes,yes,yes,yes,0.6208319578999602
24437.0,43.0,0.3503561501466649,0.3800867309311027,0.7473487046032901,yes,Testosterone,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.5682674170746518
97302.0,69.0,0.3222425870451684,0.4463047178043303,0.8923724667311734,no,5ARI,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.6001037061922961
39340.0,47.0,0.11438726593598973,0.42434726375675935,0.8310241809442507,yes,Testosterone,yes,yes,yes,yes,yes,yes,yes,yes,behavioural,yes,yes,yes,yes,yes,0.758921999072026
89210.0,62.0,0.2326186266537791,0.1864176341886513,0.7032020119981467,no,venlafaxine,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.7044808324310746
63132.0,53.0,0.4541905385344251,0.325307699603661,0.7871358557390769,no,citalopram,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.5633787655268749
79491.0,58.0,0.2548873064138451,0.5605922979288082,0.5811919345529161,no,citalopram,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.6097479340498277
50289.0,50.0,0.5340645298336375,0.3685382539663711,0.49791618032792884,no,Antidepressant,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.4278664857777798
57712.0,52.0,0.4464330942781295,0.6362923987498508,0.7488781095581333,no,Antidepressant,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.3452110233171951
49277.0,50.0,0.25289714880712905,0.5392150819089981,0.8109247240125087,yes,Antidepressant,yes,yes,yes,yes,yes,yes,yes,yes,behavioural,yes,yes,yes,yes,yes,0.5939825550758703
19565.0,41.0,0.22218834796266954,0.34271669422128465,0.8747639086973762,yes,Escitalopram,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.6780582003139489
72259.0,56.0,0.1477253645952234,0.30792415078433466,0.8808316431455233,no,citalopram,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.7568708975280597
28113.0,44.0,0.15210340414098358,0.22119135843179577,0.8802946139173852,yes,Testosterone,yes,yes,yes,yes,yes,yes,yes,yes,behavioural,yes,yes,yes,yes,yes,0.7716794402540761
2480.0,30.0,0.25461625334190996,0.2256167457868628,0.8656527150490307,yes,Escitalopram,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.7718753895784876
64565.0,54.0,0.2156400319003502,0.36762456363540735,0.7147262495813896,no,citalopram,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.70908187181758
17752.0,41.0,0.2636713830532802,0.3383915047167924,0.6634710152875393,yes,Escitalopram,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.5280345723369313
94049.0,66.0,0.42972500874379616,0.3657954036712907,0.8803040663962254,no,5ARI,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.514411482879923
95395.0,67.0,0.13684587745657734,0.5325580130799723,0.7729068133225298,no,5ARI,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.7303566281856332
91491.0,64.0,0.26875241523887017,0.22370730916091194,0.863268827482733,no,5ARI,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.623895902083523
37047.0,47.0,0.24570565301522035,0.3659393637049932,0.811331402100225,yes,Testosterone,yes,yes,yes,yes,yes,yes,yes,yes,behavioural,yes,yes,yes,yes,yes,0.7287712390962954
1595.0,28.0,0.14643390703294024,0.364344829322996,0.6843276561197855,yes,Escitalopram,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.6356071641212261
92835.0,65.0,0.5192798063495658,0.2226738224874507,0.7983278891367307,no,5ARI,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.5583428716378112
42847.0,48.0,0.18083296403041937,0.6171475028411912,0.6277393884818341,yes,Antidepressant,yes,yes,yes,yes,yes,yes,yes,yes,behavioural,yes,yes,yes,yes,yes,0.6197861790118434
96667.0,68.0,0.32776521755941823,0.2702644429162785,0.9046378611099575,no,5ARI,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.4936185951496361
96364.0,68.0,0.23809865648847375,0.4030718021505535,0.7025843763741699,no,5ARI,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.8094884070102071
85308.0,60.0,0.29463715856980804,0.35291048251503865,0.8086621321653641,no,venlafaxine,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.53050467504742
29480.0,45.0,0.3317333825571331,0.3948585592134381,0.7119266927189818,yes,Testosterone,yes,yes,yes,yes,yes,yes,yes,yes,behavioural,yes,yes,yes,yes,yes,0.6607163227449204
38541.0,47.0,0.17339220278833384,0.4567190930337235,0.8980089772962352,yes,Testosterone,yes,yes,yes,yes,yes,yes,yes,yes,behavioural,yes,yes,yes,yes,yes,0.5242427926341017
85121.0,60.0,0.2080478922879155,0.24504999509617317,0.48031082146583914,no,venlafaxine,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.8007703420138736
31726.0,45.0,0.6328689623532198,0.30764300482632734,0.636522218245632,yes,Testosterone,yes,yes,yes,yes,yes,yes,yes,yes,behavioural,yes,yes,yes,yes,yes,0.3622066149179813
16991.0,40.0,0.23743042313978513,0.7089107893772186,0.8085384216484514,yes,Escitalopram,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.46681812417154034
55702.0,51.0,0.27366535899632166,0.3124288505600304,0.7451554848097149,no,Antidepressant,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.696711077452947
93619.0,65.0,0.3447836453067262,0.36016314040928166,0.6371598663548583,no,5ARI,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.6148512061779858
69618.0,55.0,0.3984340514260791,0.4401209956978427,0.8241934663159164,no,citalopram,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.49859876227981653
57028.0,52.0,0.25412987200232695,0.4876618004052617,0.7330208510689925,no,Antidepressant,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.6866974973038256
9763.0,37.0,0.3676588979769723,0.3578070755490794,0.7147375776993574,yes,Escitalopram,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.5768164743560741
61520.0,53.0,0.30588619913573467,0.48032253044075823,0.6908850366016169,no,citalopram,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.5416988584658017
99006.0,73.0,0.2168951910729909,0.4117857722474673,0.8515702036043148,no,5ARI,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.5337731772112304
14051.0,39.0,0.21025207092554987,0.2870674338827921,0.793690707794699,yes,Escitalopram,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.7505680961636475
51857.0,50.0,0.34597126552676694,0.28770348895910436,0.829897552669921,no,Antidepressant,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.6753071355937559
87743.0,62.0,0.2180293089167151,0.44746011890757326,0.764747788304918,no,venlafaxine,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.6803548407439707
74090.0,56.0,0.36545918577823167,0.31897984373050087,0.7906092252462232,no,citalopram,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.609952896087107
69717.0,55.0,0.19429245142564916,0.485722717727316,0.6043449558305835,no,citalopram,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.6065553041336641
70263.0,55.0,0.485299443647656,0.2897051191903811,0.914015517580104,no,citalopram,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.4667320994411666
35981.0,46.0,0.27572821319956625,0.57821121564253,0.736052622662015,yes,Testosterone,yes,yes,yes,yes,yes,yes,yes,yes,behavioural,yes,yes,yes,yes,yes,0.7822615530513295
29395.0,45.0,0.1323744337441748,0.44952430520874664,0.9225143754493865,yes,Testosterone,yes,yes,yes,yes,yes,yes,yes,yes,behavioural,yes,yes,yes,yes,yes,0.47963304088679637
80946.0,59.0,0.10477710281077335,0.2131138112201937,0.7490504441745843,no,venlafaxine,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.8138904236247193
81021.0,59.0,0.3766570049607657,0.17689040304641815,0.8416054816838915,no,venlafaxine,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.6128788823743875
86714.0,61.0,0.21786444479239206,0.4820859930232739,0.7057100062305922,no,venlafaxine,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.6853317092398542
91328.0,64.0,0.4552668034667831,0.32799937985070304,0.4599320692000441,no,5ARI,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.538370967010086
51159.0,50.0,0.4325827540665797,0.579604532334239,0.7362047938121945,no,Antidepressant,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.30675734465162485
50177.0,50.0,0.29152169983457643,0.5241488603870487,0.6542621675936765,no,Antidepressant,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.5857492457463894
79840.0,58.0,0.43258675777456806,0.3859601388514891,0.6946764471009971,no,citalopram,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.5173562207261075
65014.0,54.0,0.4411041846356486,0.5268835848243958,0.4765564163021382,no,citalopram,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.5418073110522861
70212.0,55.0,0.49342698321683376,0.5528844488623408,0.8514781171449799,no,citalopram,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.33597377529020744
79589.0,58.0,0.23373202272134233,0.5816226864682508,0.937031379116767,no,citalopram,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.7041703910199798
89006.0,62.0,0.09996527977677513,0.34970109425220486,0.9680327170244283,no,venlafaxine,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.8082073188195097
33833.0,46.0,0.03716904857994302,0.19221850672144278,0.7685857326892382,yes,Testosterone,yes,yes,yes,yes,yes,yes,yes,yes,behavioural,yes,yes,yes,yes,yes,0.8679870928133896
37590.0,47.0,0.4337866111468219,0.08372800942943852,0.6993001915667503,yes,Testosterone,yes,yes,yes,yes,yes,yes,yes,yes,behavioural,yes,yes,yes,yes,yes,0.6304493695244665
9443.0,37.0,0.28004155883404624,0.5536686613242612,0.8916427451841554,yes,Escitalopram,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.505964880231384
57849.0,52.0,0.16262866838061604,0.38726464825012114,0.749198898489854,no,Antidepressant,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.7520194020611441
3642.0,32.0,0.30947400900778693,0.26568328502539074,0.8328181939313533,yes,Escitalopram,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.5810341874453532
46587.0,49.0,0.2787641783410601,0.4217398124856895,0.729867103185255,yes,Antidepressant,yes,yes,yes,yes,yes,yes,yes,yes,behavioural,yes,yes,yes,yes,yes,0.6701308335592134
54287.0,51.0,0.29655280824537483,0.4106948069532393,0.6477494601115826,no,Antidepressant,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.5330700075368673
28690.0,44.0,0.2529595752574519,0.41684265834826556,0.751713211347623,yes,Testosterone,yes,yes,yes,yes,yes,yes,yes,yes,behavioural,yes,yes,yes,yes,yes,0.4750692063478432
59104.0,52.0,0.3963695681037575,0.3346791625120351,0.8447075586052014,no,Antidepressant,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.6281763486413222
3098.0,31.0,0.15852198606435383,0.49686826869550027,0.7521512015095589,yes,Escitalopram,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.6939604077998389
3783.0,32.0,0.2646847224152204,0.24084678738440063,0.8206270619499523,yes,Escitalopram,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.6165636553410667
82269.0,59.0,0.19713310297921974,0.3478299842168888,0.8391341718241636,no,venlafaxine,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.6988340061572562
36051.0,46.0,0.36959773434284016,0.2715752114791644,0.7842592253043961,yes,Testosterone,yes,yes,yes,yes,yes,yes,yes,yes,behavioural,yes,yes,yes,yes,yes,0.728393709611845
12750.0,39.0,0.19399829704041527,0.48831287207806195,0.8585089003805362,yes,Escitalopram,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.6016522625133873
52248.0,51.0,0.13079784508780443,0.2867405739681971,0.8172854002067067,no,Antidepressant,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.7237076167836636
77011.0,57.0,0.33737435095435514,0.19767350540220513,0.755830888769898,no,citalopram,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.7038360948264097
21621.0,42.0,0.32250190718432087,0.44235330457487826,0.9256907630669067,yes,Testosterone,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.5960905790326458
62308.0,53.0,0.1221389372660143,0.4345862192066087,0.5238608293374843,no,citalopram,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.7948856497744233
8580.0,36.0,0.45855475326048467,0.22190921838416638,0.6548850581567253,yes,Escitalopram,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.37722839633846583
5216.0,34.0,0.32600604934835586,0.5494180791392516,0.8321028341476774,yes,Escitalopram,yes,yes,yes,yes,yes,yes,yes,yes,medication,yes,yes,yes,yes,yes,0.5064571558990946
53159.0,51.0,0.23459710280747628,0.4121692786544779,0.9402109234930599,no,Antidepressant,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.7063055982118123
54086.0,51.0,0.0688452666574732,0.32789423458406647,0.7082087953219036,no,Antidepressant,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.840221388342435
63761.0,54.0,0.41164032387803223,0.12330938952483816,0.7691070927476548,no,citalopram,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.5873947417803499
72623.0,56.0,0.3206361328188261,0.5024833580158642,0.6177762522622227,no,citalopram,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.6231299156622916
97586.0,70.0,0.36415819915696557,0.4276538565400602,0.8492098003126327,no,5ARI,no,no,no,no,no,no,no,no,observational,no,no,no,no,no,0.46686173872022824
51654.0,50.0,0.032753301507649685,0.4536739601491973,0.8565334478137808,no,Antidepressant,no,no,no,no,no,no,no,no,rTMS,no,no,no,no,no,0.9425621262638036
